label,uri,types,vocabulary,domain,range,superproperty
Vervanging,https://data.vlaanderen.be/ns/organisatie#Vervanging,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/organisatie,,,
Verwerkersovereenkomst,https://data.vlaanderen.be/ns/toestemming#Verwerkersovereenkomst,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/toestemming,,,
Verwerving,http://www.cidoc-crm.org/cidoc-crm/E8_Acquisition,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Verwijdering Deel,http://www.cidoc-crm.org/cidoc-crm/E80_Part_Removal,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Vestiging,http://www.w3.org/ns/org#Site,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Visueel Item,http://www.cidoc-crm.org/cidoc-crm/E36_Visual_Item,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Vlarem Rubriek,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Vocabularium Subsidieregister,https://data.vlaanderen.be/ns/subsidie,http://www.w3.org/2002/07/owl#Ontology,,,,
Voertuigbeperking,https://data.vlaanderen.be/ns/weg#Voertuigbeperking,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
Volledigheid,http://def.isotc211.org/iso19157/2013/DataQuality_2#DQ_Completeness,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Voogdij,https://data.vlaanderen.be/ns/persoon#Voogdij,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/persoon,,,
Voorstel,https://data.vlaanderen.be/ns/schuldbeheer#Voorstel,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/schuldbeheer,,,
Voorstelling,https://www.iflastandards.info/fr/frbr/frbroo#F31,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Voorstellingsplan,https://www.iflastandards.info/fr/frbr/frbroo#F25,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Voorstellingswerk,https://www.iflastandards.info/fr/frbr/frbroo#F20,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Voorwaarde,http://data.europa.eu/m8g/Requirement,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Voorwaarde,https://data.vlaanderen.be/ns/mobiliteitsbudget#Voorwaarde,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteitsbudget,,,
Vracht,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Vracht,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
Vrachtstatus,https://data.vlaanderen.be/ns/slimme-stadsdistributie#VrachtStatus,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
Vrachttype,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Vrachttype,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
Vreemdeling,https://data.vlaanderen.be/ns/persoon#Vreemdeling,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/persoon,,,
Waarde,https://data.vlaanderen.be/ns/cultureel-erfgoed#Waarde,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/cultureel-erfgoed,,,
Waardetype,https://data.vlaanderen.be/ns/mobiliteitsbudget#Waardetype,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteitsbudget,,,
Waarschuwingstype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Wanbetalingsvergoeding,https://data.vlaanderen.be/ns/schuldbeheer#Wanbetalingsvergoeding,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/schuldbeheer,,,
Wanbetalingsvergoedingstype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class,,,,
WaterkwaliteitObservatieVerzameling,https://data.vlaanderen.be/ns/waterkwaliteit#WaterkwaliteitObservatieVerzameling,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/waterkwaliteit,,,
Waterleiding,https://data.vlaanderen.be/ns/nutsvoorzieningen#Waterleiding,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/nutsvoorzieningen,,,
Watertype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Webdocument,http://data.europa.eu/snb/model/elm/WebResource,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Website,http://schema.org/WebSite,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Website,https://schema.org/WebSite,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Weergave Detail,http://data.europa.eu/snb/model/elm/DisplayDetail,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Weergaveparameter,http://data.europa.eu/snb/model/elm/DisplayParameter,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Weg,https://data.vlaanderen.be/ns/weg#Weg,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
Weg,https://data.vlaanderen.be/ns/weg,http://www.w3.org/2002/07/owl#Ontology,,,,
Wegbreedte,https://data.vlaanderen.be/ns/weg#Wegbreedte,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
Wegknoop,https://data.vlaanderen.be/ns/weg#Wegknoop,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
Wegsegment,https://data.vlaanderen.be/ns/weg#Wegsegment,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
Wegverharding,https://data.vlaanderen.be/ns/weg#Wegverharding,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/weg,,,
Werk,https://www.iflastandards.info/fr/frbr/frbroo#F1,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Werk,https://data.vlaanderen.be/ns/mobiliteit#Werk,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
Werk Conceptie,https://www.iflastandards.info/fr/frbr/frbroo#F27,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Wettelijk Object,http://www.cidoc-crm.org/cidoc-crm/E72_Legal_Object,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Wettelijke Identificator,http://data.europa.eu/snb/model/elm/LegalIdentifier,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Wijziging,http://www.cidoc-crm.org/cidoc-crm/E11_Modification,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Wijziging,https://data.vlaanderen.be/ns/schuldbeheer#Wijziging,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/schuldbeheer,,,
Zaak,http://dbpedia.org/ontology/Case,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Zaak,https://dbpedia.org/ontology/Case,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Zaakhandeling,https://data.vlaanderen.be/ns/omgevingsvergunning#Zaakhandeling,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/omgevingsvergunning,,,
Zakelijk Recht,https://data.vlaanderen.be/ns/perceel#ZakelijkRecht,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/perceel,,,
Zelfstandige Expressie,https://www.iflastandards.info/fr/frbr/frbroo#F22,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Zichtbaarheidstype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Zitting,http://data.vlaanderen.be/ns/besluit#Zitting,http://www.w3.org/2002/07/owl#Class,http://data.vlaanderen.be/ns/besluit,,,
Zone,https://data.vlaanderen.be/ns/mobiliteit#Zone,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/mobiliteit,,,
Zone,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Zone,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
[UPDATED] inNetwerk,https://data.vlaanderen.be/ns/nutsvoorzieningen#Nutsvoorzieningnetwerkelement.inNetwerk,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Nutsvoorzieningnetwerkelement,https://data.vlaanderen.be/ns/nutsvoorzieningen#Nutsvoorzieningnetwerk,
aandeel,https://data.vlaanderen.be/ns/perceel#aandeel,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/perceel,http://www.w3.org/2000/01/rdf-schema#Resource,http://www.w3.org/2001/XMLSchema#double,
aanduiding,https://data.vlaanderen.be/ns/adres#aanduiding,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/adres,https://data.vlaanderen.be/ns/adres#Adreslocator,https://data.vlaanderen.be/ns/adres#Locatieaanduiding,
aanduiding,https://data.vlaanderen.be/ns/adres#Locatieaanduiding.aanduiding,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/adres,https://data.vlaanderen.be/ns/adres#Locatieaanduiding,http://www.w3.org/2001/XMLSchema#string,
aangeboden door,http://data.europa.eu/snb/model/elm/providedBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aangebracht na,http://data.vlaanderen.be/ns/besluit#aangebrachtNa,http://www.w3.org/2002/07/owl#ObjectProperty,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Agendapunt,http://data.vlaanderen.be/ns/besluit#Agendapunt,http://purl.org/dc/terms/relation
aangekocht door,https://data.vlaanderen.be/ns/cultuurparticipatie#Transactie.aangekochtDoor,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Transactie,http://purl.org/dc/terms/Agent,
aangenomen door,http://data.europa.eu/eli/ontology#passed_by,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aanleiding,https://data.vlaanderen.be/ns/schuldbeheer#aanleiding,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Schuldvordering,http://www.w3.org/2000/01/rdf-schema#Resource,
aanleiding,https://data.vlaanderen.be/ns/omgevingsvergunning#aanleiding,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://dbpedia.org/ontology/Case,https://data.vlaanderen.be/ns/omgevingsvergunning#JuridischWerk,
aanmaning,https://data.vlaanderen.be/ns/schuldbeheer#aanmaning,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Schuldvordering,https://data.vlaanderen.be/ns/schuldbeheer#Aanmaning,
aanmaningsdatum,https://data.vlaanderen.be/ns/schuldbeheer#aanmaningsdatum,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Aanmaning,http://www.w3.org/2001/XMLSchema#date,
aanschrijfprefix,http://www.w3.org/2006/vcard/ns#honorific-prefix,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aantal,http://data.europa.eu/snb/model/elm/count,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aantal,https://data.vlaanderen.be/ns/mobiliteitsbudget#aantal,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/mobiliteitsbudget,https://data.vlaanderen.be/ns/mobiliteitsbudget#Voorwaarde,http://www.w3.org/2001/XMLSchema#integer,
aantal,https://data.vlaanderen.be/ns/weg#aantal,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#AantalRijstroken,http://www.w3.org/2001/XMLSchema#integer,
aantal bovengrondse verdiepingen,https://data.vlaanderen.be/ns/gebouw#aantalBovengrondseVerdiepingen,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouw,http://www.w3.org/2001/XMLSchema#integer,
aantal herhalingen,https://schema.org/repeatCount,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aantal houders,http://data.vlaanderen.be/ns/mandaat#aantalHouders,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://data.vlaanderen.be/ns/mandaat,http://data.vlaanderen.be/ns/mandaat#Mandaat,,https://data.vlaanderen.be/ns/organisatie#aantalHouders
aantal houders,https://data.vlaanderen.be/ns/organisatie#aantalHouders,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/organisatie,http://www.w3.org/ns/org#Post,http://www.w3.org/2001/XMLSchema#integer,
aantal kamers,http://schema.org/numberOfRooms,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aantal naamstemmen,http://data.vlaanderen.be/ns/mandaat#aantalNaamstemmen,http://www.w3.org/2002/07/owl#DatatypeProperty,http://data.vlaanderen.be/ns/mandaat,http://data.vlaanderen.be/ns/mandaat#Verkiezingsresultaat,http://www.w3.org/2001/XMLSchema#integer,
aantal ondergrondse verdiepingen,https://data.vlaanderen.be/ns/gebouw#aantalOndergrondseVerdiepingen,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouw,http://www.w3.org/2001/XMLSchema#integer,
aantal onthouders,http://data.vlaanderen.be/ns/besluit#aantalOnthouders,http://www.w3.org/2002/07/owl#DatatypeProperty,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Stemming,http://www.w3.org/2001/XMLSchema#integer,
aantal rijstroken,https://data.vlaanderen.be/ns/weg#aantalRijstroken,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Wegsegment,https://data.vlaanderen.be/ns/weg#AantalRijstroken,
aantal slaapplaatsen,https://data.vlaanderen.be/ns/logies#aantalSlaapplaatsen,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/logies,http://www.w3.org/1999/02/22-rdf-syntax-ns#Resource,http://www.w3.org/2001/XMLSchema#integer,
aantal tegenstanders,http://data.vlaanderen.be/ns/besluit#aantalTegenstanders,http://www.w3.org/2002/07/owl#DatatypeProperty,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Stemming,http://www.w3.org/2001/XMLSchema#integer,
aantal verhuureenheden,https://data.vlaanderen.be/ns/logies#aantalVerhuureenheden,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/logies,https://data.vlaanderen.be/ns/logies#Logies,http://www.w3.org/2001/XMLSchema#integer,
aantal voorstanders,http://data.vlaanderen.be/ns/besluit#aantalVoorstanders,http://www.w3.org/2002/07/owl#DatatypeProperty,http://data.vlaanderen.be/ns/besluit,http://data.vlaanderen.be/ns/besluit#Stemming,http://www.w3.org/2001/XMLSchema#integer,
aanvaard afbetalingsplan,https://data.vlaanderen.be/ns/schuldbeheer#aanvaardAfbetalingsplan,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Aanvaarding,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplan,
aanvaarding,https://data.vlaanderen.be/ns/schuldbeheer#aanvaarding,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplan,https://data.vlaanderen.be/ns/schuldbeheer#Aanvaarding,
aanvraag deadline,http://data.europa.eu/snb/model/elm/applicationDeadline,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aanvraagstatus,https://data.vlaanderen.be/ns/mobiliteit#aanvraagStatus,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,https://data.vlaanderen.be/ns/mobiliteit#Samenwerkingsaanvraag,http://www.w3.org/2004/02/skos/core#Concept,
aanvrager,https://data.vlaanderen.be/ns/omgevingsvergunning#aanvrager,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://data.vlaanderen.be/ns/omgevingsvergunning#Aanvraag,https://data.vlaanderen.be/ns/omgevingsvergunning#Rechtssubject,
aanvullend document,http://data.europa.eu/snb/model/elm/supplementaryDocument,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
aanwendingstermijn,https://data.vlaanderen.be/ns/omgevingsvergunning#aanwendingsermijn,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://data.vlaanderen.be/ns/omgevingsvergunning#Beroepsmogelijkheid,http://www.w3.org/2006/time#Interval,
aanzicht,https://data.vlaanderen.be/ns/mobiliteit#aanzicht,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/mobiliteit,https://data.vlaanderen.be/ns/openbaardomein/infrastructuur#Verkeersbord,http://www.w3.org/2000/01/rdf-schema#Literal,
academiejaar,https://data.vlaanderen.be/ns/leercredential#academiejaar,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/leercredential,http://data.europa.eu/snb/model/elm/LearningOpportunity,http://www.w3.org/2001/XMLSchema#gYear,
accreditatie,http://data.europa.eu/snb/model/elm/accreditation,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
accreditatiestatus,http://data.europa.eu/snb/model/elm/status,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
accreditatietype,http://purl.org/dc/terms/type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
actie,https://data.vlaanderen.be/ns/transactie#actie,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/transactie,https://data.vlaanderen.be/ns/transactie#Status,http://www.w3.org/2001/XMLSchema#string,
actie nodig,https://data.vlaanderen.be/ns/transactie#actieNodig,http://www.w3.org/2002/07/owl#DatatypeProperty,https://data.vlaanderen.be/ns/transactie,https://data.vlaanderen.be/ns/transactie#Status,http://www.w3.org/2001/XMLSchema#boolean,
activiteit,http://www.w3.org/ns/prov#activity,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
activiteit,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Erkenning.activiteit,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Erkenning,http://www.w3.org/2004/02/skos/core#Concept,
activiteit,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Erkenningsaanvraag.activiteit,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#Erkenningsaanvraag,http://www.w3.org/2004/02/skos/core#Concept,
activiteit,https://data.vlaanderen.be/ns/cultuurparticipatie#Promotie.activiteit,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Promotie,http://www.cidoc-crm.org/cidoc-crm/E7_Activity,
activiteit,https://data.vlaanderen.be/ns/cultuurparticipatie#Samenwerking.activiteit,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Samenwerking,http://www.cidoc-crm.org/cidoc-crm/E7_Activity,
activiteit,https://data.vlaanderen.be/ns/dossier#activiteit,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/dossier,https://data.vlaanderen.be/ns/dossier#ActiviteitContext,http://www.w3.org/ns/prov#Activity,
activiteitencomplexreferentie,https://data.vlaanderen.be/ns/nutsvoorzieningen#activiteitencomplexreferentie,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Nutsvoorzieningnetwerk,https://data.vlaanderen.be/ns/generiek#Activiteitencomplex,
administratieve eenheid niveau 1,http://www.w3.org/ns/locn#adminUnitL1,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
administratieve eenheid niveau 2,http://www.w3.org/ns/locn#adminUnitL2,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
adres,http://www.w3.org/ns/locn#address,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
adres,https://productencatalogus.data.vlaanderen.be/ns/ipdc-lpdc#address,http://www.w3.org/2002/07/owl#ObjectProperty,https://productencatalogus.data.vlaanderen.be/ns/ipdc-lpdc,http://schema.org/ContactPoint,http://www.w3.org/ns/locn#Address,
adres,https://data.vlaanderen.be/ns/gebouw#Gebouw.adres,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouw,http://www.w3.org/ns/locn#Address,
adres,https://data.vlaanderen.be/ns/gebouw#Gebouweenheid.adres,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/gebouw,https://data.vlaanderen.be/ns/gebouw#Gebouweenheid,http://www.w3.org/ns/locn#Address,
adres,https://data.vlaanderen.be/ns/nutsvoorzieningen#adres,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Aansluiting,http://www.w3.org/ns/locn#Address,
adresgebied,http://www.w3.org/ns/locn#addressArea,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
adreslocator,https://data.vlaanderen.be/ns/adres#adreslocator,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/adres,https://data.vlaanderen.be/ns/adres#Adresuitbreiding,https://data.vlaanderen.be/ns/adres#Adreslocator,
adresvoorstelling,http://www.w3.org/ns/locn#address,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
adviseert,https://data.vlaanderen.be/ns/mobiliteit#adviseert,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,https://data.vlaanderen.be/ns/mobiliteit#Advies,http://www.w3.org/2000/01/rdf-schema#Resource,
af te betalen bedrag,https://data.vlaanderen.be/ns/schuldbeheer#afTeBetalenBedrag,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplanonderdeel,https://schema.org/MonetaryAmount,
afbeelding,http://data.europa.eu/snb/model/elm/image,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
afbetalingsplan,https://data.vlaanderen.be/ns/schuldbeheer#afbetalingsplan,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Schuldvordering,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplan,
afbetalingsplanonderdeel,https://data.vlaanderen.be/ns/schuldbeheer#afbetalingsplanonderdeel,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplan,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplanonderdeel,
afbetalingsplansaldo,https://data.vlaanderen.be/ns/schuldbeheer#afbetalingsplansaldo,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplan,https://data.vlaanderen.be/ns/schuldbeheer#Afbetalingsplansaldo,
afgeleid van,https://data.vlaanderen.be/ns/cultuurparticipatie#ParticipantProfiel.afgeleidVan,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#ParticipantProfiel,https://data.vlaanderen.be/ns/cultuurparticipatie#Deelname,
afgeleid van,https://data.vlaanderen.be/ns/schuldbeheer#afgeleidVan,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#Solvabiliteitsprofiel,https://data.vlaanderen.be/ns/schuldbeheer#Solvabiliteitsindicator,
afgeleidElement,http://def.isotc211.org/iso19157/2013/DataQuality_2#DQ_Element.derivedElement,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
afgeleverd aan,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning.afgeleverdAan,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning,http://purl.org/dc/terms/Agent,
afgeleverd door,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning.afgeleverdDoor,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Mobiliteitsvergunning,http://purl.org/dc/terms/Agent,
afmeting,https://data.vlaanderen.be/ns/mobiliteit#afmeting,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,http://www.w3.org/2000/01/rdf-schema#Resource,http://www.w3.org/2004/02/skos/core#Concept,
afmeting,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Belading.afmeting,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Belading,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Afmeting,
afmetingen,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Vracht.afmetingen,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Vracht,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Afmeting,
afstammingstype,https://data.vlaanderen.be/ns/persoon#afstammingsType,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/persoon,https://data.vlaanderen.be/ns/persoon#Afstamming,http://www.w3.org/2004/02/skos/core#Concept,
afstand,https://data.vlaanderen.be/ns/nutsvoorzieningen#afstand,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#VerticalePositie,http://def.isotc211.org/iso19103/2015/MeasureTypes#Measure,
afstand,https://data.vlaanderen.be/ns/transportnetwerk#afstand,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/transportnetwerk,https://data.vlaanderen.be/ns/transportnetwerk#Afstandspaal,https://schema.org/QuantitativeValue,
afzender,http://schema.org/sender,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
afzender,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Vracht.afzender,http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/slimme-stadsdistributie,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Vracht,http://purl.org/dc/terms/Agent,
