label,uri,types,vocabulary,domain,range,superproperty
tension nominale,https://data.vlaanderen.be/ns/nutsvoorzieningen#nominaleSpanning,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Electriciteitskabel,http://def.isotc211.org/iso19103/2015/MeasureTypes#Measure,
teoegekende status,http://data.europa.eu/snb/model/elm/entitlementStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
termijn,http://purl.org/dc/terms/temporal,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
termijn,https://data.vlaanderen.be/ns/omgevingsvergunning#termijn,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://data.vlaanderen.be/ns/omgevingsvergunning#Procedure,http://www.w3.org/2006/time#Interval,
territoriale toepassing,http://data.europa.eu/m8g/territorialApplication,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Terugmelding,https://data.vlaanderen.be/ns/melding#Terugmelding,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/melding,,,
tewerkstellingsbreuk,https://data.vlaanderen.be/ns/loongegevens#tewerkstellingsbreuk,http://www.w3.org/2000/01/rdf-schema#Property,,,,
text,https://data.vlaanderen.be/ns/nutsvoorzieningen#tekst,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Annotatie,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
text,http://data.europa.eu/snb/model/elm/noteLiteral,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
texte,https://data.vlaanderen.be/ns/nutsvoorzieningen#tekst,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Annotatie,http://www.w3.org/1999/02/22-rdf-syntax-ns#langString,
textuurKlasse,https://data.vlaanderen.be/ns/bodem#textuurKlasse,http://www.w3.org/2000/01/rdf-schema#Property,,,,
thema,http://www.w3.org/ns/dcat#theme,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
thema,http://data.europa.eu/eli/ontology#is_about,http://www.w3.org/2000/01/rdf-schema#Property,,,,
thema,https://data.vlaanderen.be/ns/cultuurparticipatie#thema,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,http://www.cidoc-crm.org/cidoc-crm/E7_Activity,http://www.w3.org/2004/02/skos/core#Concept,
thema,https://data.vlaanderen.be/ns/cultuurparticipatie#Realisator.thema,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Realisator,http://www.w3.org/2004/02/skos/core#Concept,
thema activiteit,https://data.vlaanderen.be/ns/cultuurparticipatie#Cultuurdeelname.themaActiviteit,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Cultuurdeelname,http://www.w3.org/2004/02/skos/core#Concept,
themas,http://data.europa.eu/m8g/thematicArea,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,,,
ThematischeAccuraatheid,http://def.isotc211.org/iso19157/2013/DataQuality_2#DQ_ThematicAccuracy,http://www.w3.org/2000/01/rdf-schema#Class,,,,
ThemaType,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
thermalProductType,https://data.vlaanderen.be/ns/nutsvoorzieningen#thermischProducttype,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#ThermischePijp,http://www.w3.org/2004/02/skos/core#Concept,
Thermisch Producttype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
ThermischePijp,https://data.vlaanderen.be/ns/nutsvoorzieningen#ThermischePijp,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/nutsvoorzieningen,,,
thermischProducttype,https://data.vlaanderen.be/ns/nutsvoorzieningen#thermischProducttype,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#ThermischePijp,http://www.w3.org/2004/02/skos/core#Concept,
thumbnail url,http://schema.org/thumbnailUrl,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Ticket,https://data.vlaanderen.be/ns/cultuurparticipatie#Ticket,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/cultuurparticipatie,,,
ticket,https://data.vlaanderen.be/ns/cultuurparticipatie#Transactie.ticket,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Transactie,https://data.vlaanderen.be/ns/cultuurparticipatie#Ticket,
Tickettype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijd,http://cidoc-crm.org/cidoc-crm/P4_has_time-span,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijd,http://www.cidoc-crm.org/cidoc-crm/P4_has_time-span,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijd,https://cidoc-crm.org/html/cidoc_crm_v7.1.2.html#P160,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Tijdelijk Inwoner,https://data.vlaanderen.be/ns/persoon#TijdelijkInwoner,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/persoon,,,
tijdsband,https://purl.eu/ns/mobility/timetables-and-planning#timeband,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdsbestek,https://data.vlaanderen.be/ns/omgevingsvergunning#Activiteit.tijdsbestek,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://data.vlaanderen.be/ns/omgevingsvergunning#Activiteit,http://www.w3.org/2006/time#Interval,
tijdsbestek,https://data.vlaanderen.be/ns/omgevingsvergunning#NormatieveBepaling.tijdsbestek,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/omgevingsvergunning,https://data.vlaanderen.be/ns/omgevingsvergunning#NormatieveBepaling,http://www.w3.org/2006/time#Interval,
tijdschema,https://schema.org/eventSchedule,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdschema,http://schema.org/eventSchedule,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdseenheid,http://www.w3.org/2006/time#unitType,http://www.w3.org/2000/01/rdf-schema#Property,,,,
TijdsInterval,http://purl.org/dc/terms/PeriodOfTime,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Tijdsinterval,http://data.europa.eu/m8g/PeriodOfTime,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdsinterval,https://data.vlaanderen.be/ns/mobiliteit#periode,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/mobiliteit,http://www.w3.org/2000/01/rdf-schema#Resource,http://data.europa.eu/m8g/PeriodOfTime,http://purl.org/dc/terms/date
tijdspanne,https://data.vlaanderen.be/ns/persoon#Persoonsgebeurtenis.tijdspanne,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdspuntstatus,https://purl.eu/ns/mobility/timetables-and-planning#timingpointStatus,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdspunttype,https://purl.eu/ns/mobility/timetables-and-planning#timingPointType,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,http://def.isotc211.org/iso19157/2013/DataQualityEvaluation#DQ_EvaluationMethod.dateTime,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,http://def.isotc211.org/iso19157/2013/DataQualityResult#DQ_Result.dateTime,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,http://www.w3.org/ns/prov#atTime,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,http://def.isotc211.org/iso19156/2011/Specimen#PreparationStep.time,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,https://data.vlaanderen.be/ns/lokale-economie#Betaling.tijdstip,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,https://data.vlaanderen.be/ns/lokale-economie#Gebeurtenis.tijdstip,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,https://data.vlaanderen.be/ns/nutsvoorzieningen/meters#tijdstip,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,https://data.vlaanderen.be/ns/sonderingen#tijdstip,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,https://data.vlaanderen.be/ns/vastgoed#tijdstip,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdstip,https://data.vlaanderen.be/ns/cultuurparticipatie#Deelname.tijdstip,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Deelname,http://data.europa.eu/m8g/PeriodOfTime,
tijdstip,https://data.vlaanderen.be/ns/cultuurparticipatie#Promotie.tijdstip,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Promotie,http://www.w3.org/2001/XMLSchema#dateTime,
tijdstip,https://data.vlaanderen.be/ns/cultuurparticipatie#Transactie.tijdstip,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/cultuurparticipatie,https://data.vlaanderen.be/ns/cultuurparticipatie#Transactie,http://www.w3.org/2001/XMLSchema#dateTime,
TijdToestand,http://www.w3.org/ns/oa#TimeState,http://www.w3.org/2000/01/rdf-schema#Class,,,,
tijdzone,https://purl.eu/ns/mobility/timetables-and-planning#timeZone,http://www.w3.org/2000/01/rdf-schema#Property,,,,
tijdzone offset,https://purl.eu/ns/mobility/timetables-and-planning#timeZoneOffset,http://www.w3.org/2000/01/rdf-schema#Property,,,,
time,http://def.isotc211.org/iso19156/2011/Observation#PreparationStep.time,http://www.w3.org/2000/01/rdf-schema#Property,,,,
timeband,https://purl.eu/ns/mobility/timetables-and-planning#timeband,http://www.w3.org/2000/01/rdf-schema#Property,,,,
timestampPath,https://w3id.org/ldes#timestampPath,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel,http://purl.org/dc/elements/1.1/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel,http://purl.org/dc/terms/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel,http://www.cidoc-crm.org/cidoc-crm/P102_has_title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel,https://schema.org/name,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel,http://data.europa.eu/eli/eli-draft-legislation-ontology#activity_label,http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel,http://data.europa.eu/eli/ontology#title,http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel overgedragen aan,http://www.cidoc-crm.org/cidoc-crm/P22_transferred_title_to,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel overgedragen van,http://www.cidoc-crm.org/cidoc-crm/P23_transfered_title_from,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
titel overgedragen van,http://www.cidoc-crm.org/cidoc-crm/P24_transferred_title_of,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
title,http://purl.org/dc/elements/1.1/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
title,http://purl.org/dc/terms/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
title,http://purl.org/dc/elements/1.1/title,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toebehoren,https://data.vlaanderen.be/ns/nutsvoorzieningen#Toebehoren,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/nutsvoorzieningen,,,
Toebehorentype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toebehorentype,http://purl.org/dc/elements/1.1/type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toebehorentype,https://vocab.belgif.be/ns/utility-services#Connection.appurtenanceType,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toebehorentype,https://data.vlaanderen.be/ns/nutsvoorzieningen#Aansluiting.toebehorentype,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/nutsvoorzieningen,https://data.vlaanderen.be/ns/nutsvoorzieningen#Aansluiting,http://www.w3.org/2004/02/skos/core#Concept,
toediening,https://data.vlaanderen.be/ns/kindfiche#toediening,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegangsbeperking,https://data.vlaanderen.be/ns/weg#toegangsbeperking,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/weg,https://data.vlaanderen.be/ns/weg#Wegsegment,http://www.w3.org/2004/02/skos/core#Concept,
toegangsmodi,https://purl.eu/ns/mobility/timetables-and-planning#accessModes,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegangsmodus,https://purl.eu/ns/mobility/timetables-and-planning#Quay.accessMode,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegangsmodus,https://purl.eu/ns/mobility/timetables-and-planning#SiteEntrance.accessMode,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegangstype,https://purl.eu/ns/mobility/timetables-and-planning#entranceType,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegangsURL,http://www.w3.org/ns/dcat#accessURL,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toegangsvergunning,https://data.vlaanderen.be/ns/slimme-stadsdistributie#Toegangsvergunning,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/slimme-stadsdistributie,,,
toegankelijkheid,http://purl.org/dc/terms/accessRights,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://data.vlaanderen.be/ns/cultuur-en-jeugd/infrastructuur#Infrastructuur.toegankelijkheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#Mobiliteitsdienst.toegankelijkheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://data.vlaanderen.be/ns/mobiliteit/trips-en-aanbod#Transportobject.toegankelijkheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://data.vlaanderen.be/ns/mobiliteit/vervoersknooppunten#AanvullendeDienst.toegankelijkheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://data.vlaanderen.be/ns/mobiliteit/vervoersknooppunten#Transportobject.toegankelijkheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://data.vlaanderen.be/ns/mobiliteit/vervoersknooppunten#toegankelijkheid,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://purl.eu/ns/mobility/timetables-and-planning#StopPlace.accessabilityAssessment,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheid,https://purl.eu/ns/mobility/timetables-and-planning#accessibility,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheidsbeoordeling,https://purl.eu/ns/mobility/timetables-and-planning#Line.accessibilityAssessment,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheidsbeoordeling,https://purl.eu/ns/mobility/timetables-and-planning#Quay.accessibilityAssessment,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheidsbeoordeling,https://purl.eu/ns/mobility/timetables-and-planning#SiteEntrance.accessibilityAssessment,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheidsbeoordeling,https://purl.eu/ns/mobility/timetables-and-planning#StopPlace.accessabilityAssessment,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegankelijkheidsbeoordeling,https://purl.eu/ns/mobility/timetables-and-planning#accessibilityAssessment,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend,http://www.cidoc-crm.org/cidoc-crm/P141_assigned,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend,http://www.cidoc-crm.org/cidoc-crm/P42_assigned,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend aan,http://www.cidoc-crm.org/cidoc-crm/P140_assigned_attribute_to,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend attribuut,http://www.cidoc-crm.org/cidoc-crm/P177_assigned_property_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend bedrag,https://data.vlaanderen.be/ns/subsidie#toegekendBedrag,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/subsidie,http://www.w3.org/2000/01/rdf-schema#Resource,,
toegekend bij,http://data.europa.eu/snb/model/elm/entitledBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend door,http://data.europa.eu/snb/model/elm/awardedBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend door,http://data.europa.eu/snb/model/elm/awardingBody,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend door,http://purl.org/dc/terms/creator,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend door,http://www.w3.org/ns/adms#schemaAgency,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend door,https://data.vlaanderen.be/ns/schuldbeheer#toegekendDoor,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#SociaalStatuut,http://purl.org/dc/terms/Agent,
toegekend door (String),http://www.w3.org/ns/adms#schemaAgency,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend op,http://purl.org/dc/terms/issued,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toegekend Recht,http://data.europa.eu/snb/model/elm/LearningEntitlement,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Toegekend Rechtspecificatie,http://data.europa.eu/snb/model/elm/LearningEntitlementSpecification,http://www.w3.org/2000/01/rdf-schema#Class,,,,
toegekend type,http://www.cidoc-crm.org/cidoc-crm/P42_assigned,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekend type eigenschap,http://www.cidoc-crm.org/cidoc-crm/P177_assigned_property_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekendDoor,http://purl.org/dc/terms/creator,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekendDoor,http://www.w3.org/ns/adms#schemaAgency,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekendDoor,https://data.vlaanderen.be/ns/FeitelijkeVerenigingen#toegekenddoor,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekendDoorString,http://www.w3.org/ns/adms#schemaAgency,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekende leerprestatiespecificatie,http://data.europa.eu/snb/model/elm/learningAchievementSpecification,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekende waarde,http://www.cidoc-crm.org/cidoc-crm/P141_assigned,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekendOp,http://purl.org/dc/terms/issued,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegekendOp,https://schema.org/dateReceived,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toegekendrechtstatus,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toegekendrechttype,http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegerekend bedrag,https://data.vlaanderen.be/ns/schuldbeheer#toegerekendBedrag,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#ToerekeningVanBetaling,https://schema.org/MonetaryAmount,
toegerekende betaling,https://data.vlaanderen.be/ns/schuldbeheer#toegerekendeBetaling,http://www.w3.org/2000/01/rdf-schema#Property|http://www.w3.org/2002/07/owl#ObjectProperty,https://data.vlaanderen.be/ns/schuldbeheer,https://data.vlaanderen.be/ns/schuldbeheer#ToerekeningVanBetaling,https://data.vlaanderen.be/ns/schuldbeheer#Betaling,
toegeschreven aan,http://www.w3.org/ns/prov#wasAttributedTo,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegestaan voor wachttijd,https://purl.eu/ns/mobility/timetables-and-planning#allowedForWaitTime,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegestane richting,https://purl.eu/ns/mobility/timetables-and-planning#allowedDirection,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toegevoegd,http://www.cidoc-crm.org/cidoc-crm/P111_added,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toekenning,http://www.cidoc-crm.org/cidoc-crm/P140i_was_attributed_by,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toekenningsdatum,http://data.europa.eu/snb/model/elm/awardingDate,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toekenningsinformatie,http://data.europa.eu/snb/model/elm/awardingOpportunity,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toekenningsopportuniteit,http://data.europa.eu/snb/model/elm/AwardingOpportunity,http://www.w3.org/2000/01/rdf-schema#Class,,,,
Toekenningsproces,http://data.europa.eu/snb/model/elm/AwardingProcess,http://www.w3.org/2000/01/rdf-schema#Class,,,,
toekomstig eigenaar,https://data.vlaanderen.be/ns/vastgoed#toekomstigEigenaar,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toelatingsvoorwaarde,http://data.europa.eu/snb/model/elm/entryRequirement,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toelichting,http://def.isotc211.org/iso19157/2013/DataQualityResult#DQ_ConformanceResult.explanation,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toelichtingsnota,https://data.vlaanderen.be/ns/bedrijventerrein#toelichtingsnota,http://www.w3.org/2002/07/owl#DatatypeProperty|http://www.w3.org/2000/01/rdf-schema#Property,https://data.vlaanderen.be/ns/bedrijventerrein,https://data.vlaanderen.be/ns/bedrijventerrein#Plan,http://www.w3.org/2001/XMLSchema#string,
toepassingsgebied,http://data.europa.eu/m8g/territorialApplication,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toepassingsgebied,http://www.w3.org/ns/prov#Location,http://www.w3.org/2000/01/rdf-schema#Class|http://www.w3.org/2000/01/rdf-schema#Property,,,,
toepassingsklasse,https://data.vlaanderen.be/ns/sonderingen#toepassingsklasse,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toepassingsRichting,https://data.vlaanderen.be/ns/netwerk#toepassingsRichting,http://www.w3.org/2000/01/rdf-schema#Property,,,,
toepassingsRichting,https://data.vlaanderen.be/ns/netwerk#toepassingsrichting,http://www.w3.org/2000/01/rdf-schema#Property,,,,
Toerekening van Betaling,https://data.vlaanderen.be/ns/schuldbeheer#ToerekeningVanBetaling,http://www.w3.org/2002/07/owl#Class,https://data.vlaanderen.be/ns/schuldbeheer,,,
